"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NOSIP1",1.89233678422562e-20,0.613432659379044,0.625,0.357,3.82744037977474e-16,"2","NOSIP"
"RPL311",2.73134260750469e-20,0.337420451443608,0.995,0.96,5.52441355793899e-16,"2","RPL31"
"PBXIP1",4.3345647282038e-20,1.16628335375768,0.317,0.127,8.767090619265e-16,"2","PBXIP1"
"RPS211",5.6538279704743e-20,0.410999614252612,0.973,0.845,1.14354324530813e-15,"2","RPS21"
"SIT1",6.24001284883141e-20,1.4117392515335,0.269,0.1,1.26210499880464e-15,"2","SIT1"
"BCL21",7.45930870038929e-20,0.810666891074335,0.453,0.222,1.50871977774074e-15,"2","BCL2"
"RPS271",2.49056021386406e-19,0.29923053588364,1,0.989,5.03740708856145e-15,"2","RPS27"
"CDC42SE21",2.60777449838838e-19,0.551908390010464,0.683,0.423,5.27448470044034e-15,"2","CDC42SE2"
"RPL35A1",3.74732733038468e-19,0.269451176202747,0.998,0.973,7.57934425843605e-15,"2","RPL35A"
"CAMK41",3.86906850574095e-19,0.653553420101475,0.433,0.21,7.82557795971164e-15,"2","CAMK4"
"RPL111",4.60328358648358e-19,0.252470419578866,1,0.988,9.3106013820217e-15,"2","RPL11"
"NPM11",5.91521270326924e-19,0.441518791557977,0.925,0.777,1.19641092136324e-14,"2","NPM1"
"RPLP11",8.59636642738156e-19,0.304052368522572,0.998,0.991,1.73870107360219e-14,"2","RPLP1"
"HLA-A",1.1470100178431e-18,0.287556982736342,0.998,0.929,2.31994246208944e-14,"2","HLA-A"
"ENSG00000228655",1.83627951986714e-18,1.64270330728872,0.334,0.148,3.71405895688328e-14,"2","ENSG00000228655"
"SYNE2",2.3940933206048e-18,0.899691983092253,0.378,0.17,4.84229315025526e-14,"2","SYNE2"
"CORO1B",2.41497372866208e-18,1.0407903884814,0.286,0.123,4.88452586359191e-14,"2","CORO1B"
"RPL36A1",2.76533882567277e-18,0.376367002817992,0.976,0.914,5.59317430880574e-14,"2","RPL36A"
"SKAP11",3.43110119804262e-18,0.675313113461349,0.603,0.332,6.939745283161e-14,"2","SKAP1"
"ALOX5AP",1.20661839969191e-17,0.906456205649608,0.392,0.182,2.44050637521686e-13,"2","ALOX5AP"
"EVL1",2.78154211216182e-17,0.564380910233562,0.743,0.491,5.62594707605851e-13,"2","EVL"
"CD52",3.11139076308845e-17,0.38947245451484,0.966,0.857,6.2930989574227e-13,"2","CD52"
"LCK1",4.04756946700535e-17,0.695723121145358,0.545,0.294,8.18661400396502e-13,"2","LCK"
"SYTL31",6.57788252436113e-17,0.835072607120678,0.453,0.246,1.33044251937728e-12,"2","SYTL3"
"RPL10A1",1.06058305167787e-16,0.358959363091704,0.998,0.975,2.14513528032366e-12,"2","RPL10A"
"RPS131",1.15515707718742e-16,0.30116807086446,0.983,0.95,2.33642070431928e-12,"2","RPS13"
"CALM1",1.16585645239605e-16,0.572526441468182,0.799,0.608,2.35806126061625e-12,"2","CALM1"
"PCED1B-AS11",3.51548202063986e-16,0.570812623200537,0.68,0.424,7.11041393494617e-12,"2","PCED1B-AS1"
"RPS171",5.97354074278477e-16,0.264679247955402,0.998,0.962,1.20820835063565e-11,"2","RPS17"
"RPS281",1.0112857487411e-15,0.26907048935249,0.99,0.978,2.04542655540374e-11,"2","RPS28"
"PAG1",1.2440556101315e-15,1.18748561899852,0.288,0.13,2.51622687705197e-11,"2","PAG1"
"RPL42",1.93724189358935e-15,0.279995379283005,0.99,0.943,3.91826545397383e-11,"2","RPL4"
"CD271",2.4953099951528e-15,0.787070032873148,0.378,0.19,5.04701399619605e-11,"2","CD27"
"IL2RG",3.74913963952418e-15,0.550763933831,0.579,0.336,7.5830098349016e-11,"2","IL2RG"
"FOS1",7.0179724717438e-15,0.481263163318527,0.93,0.809,1.4194551121349e-10,"2","FOS"
"CASK",1.01348008641289e-14,0.941479009426876,0.252,0.107,2.04986482277871e-10,"2","CASK"
"PEBP11",1.82650607239911e-14,0.813443703068291,0.518,0.313,3.69429118203444e-10,"2","PEBP1"
"RPS3A1",2.08633745301711e-14,0.262848084312628,1,0.968,4.21982613247241e-10,"2","RPS3A"
"ANKRD121",2.20385708883689e-14,0.666509649575828,0.535,0.318,4.45752134788149e-10,"2","ANKRD12"
"SUSD3",3.58815395009659e-14,1.38789301455178,0.252,0.111,7.25740017946536e-10,"2","SUSD3"
"RPL37A1",4.84577756525944e-14,0.288914642753545,0.995,0.937,9.80106970349374e-10,"2","RPL37A"
"EML4",5.74931134055731e-14,0.825358995873637,0.363,0.188,1.16285571174112e-09,"2","EML4"
"RPL351",2.21864625227473e-13,0.250108741950513,0.995,0.957,4.48743390985087e-09,"2","RPL35"
"RPL181",2.32589652019558e-13,0.259923896497258,0.998,0.971,4.70435830174758e-09,"2","RPL18"
"RPL211",2.44569916737918e-13,0.255340449992359,1,0.982,4.94667113594114e-09,"2","RPL21"
"EEF1B21",3.00134424669104e-13,0.358235715712363,0.971,0.854,6.07051887335729e-09,"2","EEF1B2"
"PIM1",3.72448735836186e-13,0.811718967495044,0.298,0.143,7.5331481310227e-09,"2","PIM1"
"EEF1G1",4.34848672625379e-13,0.251404435475137,0.998,0.965,8.79524925252091e-09,"2","EEF1G"
"RPS261",1.25672718681754e-12,0.274978727710024,0.983,0.885,2.54185640805715e-08,"2","RPS26"
"ENSG00000297373",1.38829288316229e-12,1.06907748068387,0.358,0.197,2.80796118548405e-08,"2","ENSG00000297373"
"ENSG00000291113",1.83047245254508e-12,1.01889606638848,0.264,0.126,3.70231358251768e-08,"2","ENSG00000291113"
"PRKCQ",2.11603054090898e-12,0.963998620203778,0.252,0.114,4.27988337204251e-08,"2","PRKCQ"
"PRKCA1",4.39604650101481e-12,0.59360289659417,0.37,0.202,8.89144365295256e-08,"2","PRKCA"
"LAT1",5.33347319418197e-12,0.767718057410778,0.332,0.168,1.07874828825524e-07,"2","LAT"
"RPS81",5.36762600834475e-12,0.270359307136566,0.998,0.975,1.08565603644781e-07,"2","RPS8"
"PRKCQ-AS11",5.61328552077505e-12,0.662479193372498,0.308,0.152,1.13534312943196e-07,"2","PRKCQ-AS1"
"SEPTIN11",1.22463627728215e-11,0.682932887731418,0.351,0.19,2.47694933443087e-07,"2","SEPTIN1"
"GIMAP51",1.36408526235531e-11,0.260962855197763,0.385,0.216,2.75899885163986e-07,"2","GIMAP5"
"PRKCH1",1.36553670558729e-11,0.454636064243839,0.535,0.319,2.76193454072085e-07,"2","PRKCH"
"ESYT21",1.52931896346732e-11,0.861342550564558,0.337,0.186,3.093200535509e-07,"2","ESYT2"
"SLC2A31",1.57786883685315e-11,0.806590436059374,0.562,0.386,3.19139750941918e-07,"2","SLC2A3"
"DNAJB11",1.69651290602151e-11,0.785210621475257,0.395,0.231,3.4313670037191e-07,"2","DNAJB1"
"TNFAIP81",1.83404484671713e-11,0.741768984837756,0.496,0.308,3.70953910697007e-07,"2","TNFAIP8"
"FYB11",1.97155544781875e-11,0.474447069397309,0.588,0.391,3.98766804875821e-07,"2","FYB1"
"NOP58",3.53245416646266e-11,0.609107170226661,0.266,0.133,7.14474179708737e-07,"2","NOP58"
"TCF71",3.94243554256213e-11,0.796472392071874,0.351,0.194,7.97397012838615e-07,"2","TCF7"
"ATXN1",4.81401359147064e-11,0.876287318509116,0.322,0.177,9.73682389010851e-07,"2","ATXN1"
"PHACTR2",5.58712400151025e-11,0.975033713436641,0.252,0.125,1.13005170054546e-06,"2","PHACTR2"
"ACAP11",6.14071007621239e-11,0.413580544344543,0.431,0.247,1.24202002001472e-06,"2","ACAP1"
"ITK1",8.83890812531756e-11,1.01977007770668,0.271,0.137,1.78775755742673e-06,"2","ITK"
"CXCR41",1.19293772141918e-10,0.378676969270443,0.738,0.534,2.41283583534244e-06,"2","CXCR4"
"KLF121",1.66008424541138e-10,0.379125978907291,0.518,0.328,3.35768639476905e-06,"2","KLF12"
"MZT2A1",2.10960412799732e-10,0.658150458940394,0.366,0.209,4.26688530928738e-06,"2","MZT2A"
"MIF",2.14778187769219e-10,0.443809080381671,0.785,0.622,4.34410362582022e-06,"2","MIF"
"RHOH1",2.17625617131284e-10,0.41700947750795,0.513,0.314,4.40169573209736e-06,"2","RHOH"
"SOD11",2.39074770508183e-10,0.524087901484318,0.639,0.451,4.8355263082985e-06,"2","SOD1"
"SOCS3",2.62869570719039e-10,0.897851744527304,0.271,0.142,5.31679993736328e-06,"2","SOCS3"
"OCIAD21",2.86258174071307e-10,0.695997408518237,0.332,0.181,5.78985782876625e-06,"2","OCIAD2"
"MYLIP1",6.07540317039589e-10,0.646092070369299,0.363,0.213,1.22881104524427e-05,"2","MYLIP"
"LEF11",6.72427062631283e-10,0.623064586971863,0.327,0.184,1.36005097687803e-05,"2","LEF1"
"TSC22D3",7.0349339078154e-10,0.395833496962571,0.828,0.693,1.42288573219474e-05,"2","TSC22D3"
"EZR",7.57144538559119e-10,0.621264596193542,0.496,0.34,1.53140054368967e-05,"2","EZR"
"S100A101",7.8562439199886e-10,0.309519459475571,0.768,0.57,1.5890038952569e-05,"2","S100A10"
"TMEM1231",1.08473479021449e-09,0.430992252919529,0.567,0.377,2.19398458668782e-05,"2","TMEM123"
"KLF61",1.17467670584355e-09,0.52528554960907,0.76,0.597,2.37590110523917e-05,"2","KLF6"
"LIMS1",1.44682358477838e-09,0.616351508343432,0.293,0.164,2.92634538257276e-05,"2","LIMS1"
"RPL381",1.53608156212713e-09,0.267154670264438,0.961,0.863,3.10687856755833e-05,"2","RPL38"
"ICAM2",1.62153595636028e-09,0.500144422565627,0.351,0.209,3.27971862533431e-05,"2","ICAM2"
"CORO71",2.09741827906178e-09,0.738675701674855,0.363,0.224,4.24223821123036e-05,"2","CORO7"
"RPL221",2.30988543158872e-09,0.291795855468519,0.918,0.751,4.67197427393134e-05,"2","RPL22"
"TSTD11",2.66231963934126e-09,0.611701459457581,0.334,0.187,5.38480770253163e-05,"2","TSTD1"
"TRAM1",3.70666091369196e-09,1.01480395391615,0.286,0.162,7.49709236403335e-05,"2","TRAM1"
"OXNAD11",3.85106248894242e-09,0.273093655659716,0.317,0.18,7.78915899013494e-05,"2","OXNAD1"
"STT3B",4.12960053334484e-09,0.782423988874812,0.266,0.143,8.35253003874328e-05,"2","STT3B"
"G3BP2",4.21677332214551e-09,0.760289922389899,0.317,0.184,8.52884572137151e-05,"2","G3BP2"
"SUB1",4.90864479498423e-09,0.686426336414861,0.429,0.269,9.92822496233511e-05,"2","SUB1"
"AKT3",5.08407709761272e-09,0.701939497477167,0.317,0.184,0.000102830543376315,"2","AKT3"
"CD961",5.09900784710691e-09,0.440063066566819,0.356,0.205,0.000103132532715584,"2","CD96"
"AAK11",5.69978465409218e-09,0.462912955136939,0.383,0.226,0.000115283844413669,"2","AAK1"
"TOMM71",6.52489709967968e-09,0.350162622041972,0.877,0.735,0.000131972568738121,"2","TOMM7"
"PLAAT4",6.89974416826907e-09,0.424465516929799,0.588,0.419,0.00013955422554741,"2","PLAAT4"
"VOPP1",7.65515457225989e-09,0.822196858601139,0.271,0.149,0.000154833156378528,"2","VOPP1"
"LEPROTL11",8.56425052138796e-09,0.608673922756685,0.477,0.311,0.000173220531045593,"2","LEPROTL1"
"DDIT4",8.62715713765299e-09,0.821064901144099,0.305,0.176,0.000174492880266169,"2","DDIT4"
"ARHGEF31",1.43108553543571e-08,0.92878742332171,0.32,0.189,0.000289451360397227,"2","ARHGEF3"
"NOP531",1.80842619237423e-08,0.308765075453037,0.896,0.79,0.000365772281669612,"2","NOP53"
"GRAP2",2.03003934658594e-08,0.268423215245983,0.291,0.159,0.000410595758240473,"2","GRAP2"
"YWHAQ",3.02605486562248e-08,0.579164139254902,0.416,0.274,0.000612049857120802,"2","YWHAQ"
"DOCK101",3.23139975314729e-08,0.64028250457621,0.448,0.299,0.00065358291407157,"2","DOCK10"
"ENSG000002945121",4.06698968403939e-08,0.324994047552126,0.823,0.689,0.000822589333493808,"2","ENSG00000294512"
"LDHA",5.73425742545259e-08,0.406864013553888,0.571,0.43,0.00115981090687204,"2","LDHA"
"SORL11",6.65978742998342e-08,0.739694214595681,0.293,0.174,0.00134700860558845,"2","SORL1"
"CD441",7.29583825476548e-08,0.32834143925465,0.707,0.547,0.00147565624540887,"2","CD44"
"EIF4A21",1.38230149167047e-07,0.448106741697236,0.719,0.572,0.00279584299705269,"2","EIF4A2"
"HNRNPF",1.40105618352971e-07,0.378880364331737,0.496,0.348,0.00283377623680719,"2","HNRNPF"
"PIK3IP11",2.01891027405326e-07,0.489935288913229,0.385,0.248,0.00408344792030012,"2","PIK3IP1"
"RAN",2.08836826447784e-07,0.404379521649394,0.571,0.429,0.00422393365173289,"2","RAN"
"NSMCE1",2.44968246891112e-07,0.976428177263635,0.266,0.159,0.00495472776161962,"2","NSMCE1"
"MZT2B1",2.63267310632825e-07,0.479165454435837,0.472,0.335,0.00532484462485951,"2","MZT2B"
"CD99",3.61939101754361e-07,0.311180313715496,0.351,0.21,0.0073205802720837,"2","CD99"
"RPL341",3.83749364025626e-07,0.307853106090969,0.927,0.887,0.00776171463678231,"2","RPL34"
"ARID5B",3.88989974812721e-07,0.749414713607253,0.271,0.161,0.0078677112305621,"2","ARID5B"
"MGAT4A1",4.01174498010199e-07,0.576258513738201,0.257,0.145,0.00811415539675428,"2","MGAT4A"
"PDE3B1",4.08371973575787e-07,0.337112892822793,0.274,0.159,0.00825973153754386,"2","PDE3B"
"FNBP1",4.53135359411613e-07,0.627506168960395,0.458,0.319,0.00916511577945929,"2","FNBP1"
"XRCC6",4.61798392883422e-07,0.43084192202619,0.446,0.316,0.00934033429446009,"2","XRCC6"
"SBDS1",7.29174515675749e-07,0.590107968544717,0.281,0.171,0.0147482837540577,"2","SBDS"
"RBL21",8.07492398793834e-07,0.716068843239838,0.281,0.174,0.0163323412580041,"2","RBL2"
"GLG11",8.61142465126336e-07,0.556929652966044,0.324,0.205,0.0174174674996453,"2","GLG1"
"MATR3",8.72198526992332e-07,0.589833409325284,0.274,0.163,0.0176410874069469,"2","MATR3"
"CAPN2",8.9893365423947e-07,0.499206088772177,0.286,0.172,0.0181818320906475,"2","CAPN2"
"CHST11",9.62292767541396e-07,0.584884402684005,0.397,0.267,0.0194633335162923,"2","CHST11"
"TNIK1",1.04339087583883e-06,0.603317006232226,0.278,0.167,0.0211036238547163,"2","TNIK"
"SNRPN1",1.22555032062015e-06,0.575460236183975,0.334,0.209,0.0247879807848631,"2","SNRPN"
"BIN11",1.6172821526423e-06,0.503173256045583,0.322,0.205,0.0327111488193432,"2","BIN1"
"SRSF7",1.95355959277718e-06,0.502473131489145,0.581,0.434,0.0395126963235113,"2","SRSF7"
"RPL36AL",2.24152981216262e-06,0.28071927383292,0.821,0.707,0.0453371819808011,"2","RPL36AL"
"PPA11",2.34994063538864e-06,0.522353976308113,0.392,0.274,0.0475298992913706,"2","PPA1"
"C12orf571",2.4327320748709e-06,0.392213589401451,0.404,0.271,0.0492044389463388,"2","C12orf57"
"XBP1",2.70422412144216e-06,0.301520086179792,0.366,0.241,0.0546956370802891,"2","XBP1"
"CRBN",2.85184461179787e-06,0.499243447419537,0.264,0.16,0.0576814091182238,"2","CRBN"
"SNRPD21",4.18774892972326e-06,0.324540802142491,0.659,0.517,0.0847014098525826,"2","SNRPD2"
"FAM107B1",4.19505720865891e-06,0.349203717694369,0.346,0.226,0.0848492271023352,"2","FAM107B"
"ARL4C",4.44917361366488e-06,0.437775021134515,0.262,0.158,0.0899889855099858,"2","ARL4C"
"MACF1",5.45994535237668e-06,0.485841971201469,0.291,0.185,0.110432854697171,"2","MACF1"
"PARP8",5.69099114454922e-06,0.30570298164382,0.303,0.19,0.115105986889653,"2","PARP8"
"COMMD61",6.16697115237842e-06,0.382150334406039,0.676,0.553,0.124733158528006,"2","COMMD6"
"LINC016191",6.25546521161125e-06,0.401844805707055,0.383,0.265,0.126523039370049,"2","LINC01619"
"KRTCAP2",6.5311764118164e-06,0.362379248722254,0.426,0.308,0.132099574105398,"2","KRTCAP2"
"MYL12B",6.88915400453913e-06,0.300314771901695,0.78,0.642,0.139340028895809,"2","MYL12B"
"CEMIP2",7.44966036746667e-06,0.469994154711353,0.269,0.164,0.150676830592381,"2","CEMIP2"
"HERC1",8.13977897456212e-06,0.504880145613198,0.31,0.208,0.164635169539494,"2","HERC1"
"MCUB1",8.53940596251834e-06,0.313178038416156,0.453,0.33,0.172718024997896,"2","MCUB"
"GTF3A",9.00315781303661e-06,0.442828451735215,0.608,0.47,0.182097869926478,"2","GTF3A"
"GIMAP41",9.25906982438416e-06,0.545568655363563,0.523,0.383,0.187273946267994,"2","GIMAP4"
"CIB1",1.06789018980784e-05,0.422732987746182,0.484,0.369,0.215991469790534,"2","CIB1"
"EPB411",1.13969054260486e-05,0.461970637383485,0.337,0.223,0.230513809147259,"2","EPB41"
"CCND31",1.16954073952102e-05,0.444437269360245,0.726,0.561,0.236551309975521,"2","CCND3"
"RWDD11",1.22560890777655e-05,0.508219098853413,0.327,0.219,0.247891657686885,"2","RWDD1"
"COX6C1",1.25814303552594e-05,0.398172766910727,0.538,0.399,0.254472010365477,"2","COX6C"
"HSPE1",1.43426807765593e-05,0.602349350022308,0.278,0.177,0.290095061386688,"2","HSPE1"
"EIF3I",1.48795842260356e-05,0.384824450357232,0.39,0.272,0.300954470555796,"2","EIF3I"
"NBDY1",1.54247537309528e-05,0.717066023639633,0.305,0.2,0.311981068962252,"2","NBDY"
"SKP1",1.66425070394102e-05,0.469728133115045,0.547,0.423,0.33661134737911,"2","SKP1"
"HSP90AA1",1.88042202178385e-05,0.295161011579096,0.596,0.476,0.380334158126002,"2","HSP90AA1"
"ARIH1",1.8933673535651e-05,0.476734864449887,0.373,0.265,0.382952480932077,"2","ARIH1"
"IDS",2.50882492324051e-05,0.426442555796602,0.315,0.216,0.507434928974626,"2","IDS"
"NR3C1",2.64703522673235e-05,0.487600101876399,0.349,0.237,0.535389344958885,"2","NR3C1"
"KARS1",3.59833983178585e-05,0.728331491673184,0.271,0.179,0.727800214377006,"2","KARS1"
"DSTN",3.6223045164905e-05,0.434914142499377,0.286,0.184,0.732647311505368,"2","DSTN"
"ADGRE5",4.03680481571608e-05,0.346283416135118,0.579,0.466,0.816484142026735,"2","ADGRE5"
"NDFIP11",4.2753492558372e-05,0.344528343484263,0.506,0.371,0.864732140485631,"2","NDFIP1"
"TAP1",4.64613994240474e-05,0.629882793670783,0.274,0.18,0.939728264750782,"2","TAP1"
"SNHG61",6.4373123643725e-05,0.305634832350236,0.542,0.409,1,"2","SNHG6"
"CARD11",9.34400852005614e-05,0.331647555066779,0.293,0.195,1,"2","CARD11"
"MGST3",9.37141923541198e-05,0.43729646651562,0.295,0.199,1,"2","MGST3"
"EIF4B",9.97785344448525e-05,0.637961083484195,0.32,0.225,1,"2","EIF4B"
"TERF2IP",0.000112077577562456,0.635841326739239,0.337,0.232,1,"2","TERF2IP"
"BTG21",0.000118821838244805,0.502100009405169,0.395,0.301,1,"2","BTG2"
"NDUFS51",0.00013352519342939,0.254425584639203,0.462,0.353,1,"2","NDUFS5"
"LRBA",0.000135034914725455,0.318461809369473,0.274,0.179,1,"2","LRBA"
"IER21",0.00014003031659402,0.316533150156503,0.69,0.576,1,"2","IER2"
"SEPTIN9",0.000142093821343899,0.290407097593014,0.429,0.322,1,"2","SEPTIN9"
"M6PR",0.000147422724572495,0.300748954518575,0.312,0.221,1,"2","M6PR"
"TXN",0.000149846501044092,0.33813401205219,0.257,0.17,1,"2","TXN"
"SNHG51",0.000155676254036873,0.316281668770301,0.477,0.365,1,"2","SNHG5"
"IQGAP2",0.000175107660811873,0.318600178314187,0.327,0.228,1,"2","IQGAP2"
"LSM14A",0.000188842743765802,0.346506372082967,0.283,0.197,1,"2","LSM14A"
"PPP1R12A",0.00019441138499722,0.527475281253773,0.291,0.207,1,"2","PPP1R12A"
"HMGN4",0.000210095672883223,0.332985114931905,0.291,0.197,1,"2","HMGN4"
"DOK21",0.000234360989953679,0.53108263207979,0.298,0.208,1,"2","DOK2"
"FYN1",0.000243260770280462,0.360826415477853,0.431,0.321,1,"2","FYN"
"PDCD4",0.000243583783156471,0.356713478418179,0.3,0.207,1,"2","PDCD4"
"ZC3HAV11",0.000275649172672064,0.433663075186099,0.303,0.217,1,"2","ZC3HAV1"
"ELOVL5",0.000297823839584744,0.358948679946336,0.254,0.172,1,"2","ELOVL5"
"TECR1",0.000298719778234729,0.286000303889756,0.295,0.2,1,"2","TECR"
"PTGES3",0.000317421850412006,0.411576437917689,0.492,0.372,1,"2","PTGES3"
"HMOX21",0.00040422924577954,0.426984955290033,0.281,0.195,1,"2","HMOX2"
"SNX6",0.000421091413236138,0.556779593526935,0.252,0.173,1,"2","SNX6"
"IL10RA",0.000556591350346149,0.545931427450259,0.259,0.185,1,"2","IL10RA"
"TRMT112",0.000717897513727562,0.63696979215716,0.448,0.337,1,"2","TRMT112"
"EID1",0.000807000577448175,0.354679229574344,0.477,0.376,1,"2","EID1"
"OSBPL8",0.000845331646978389,0.434761849068741,0.274,0.203,1,"2","OSBPL8"
"TMED2",0.000883220461644781,0.368192592551681,0.32,0.232,1,"2","TMED2"
"SPCS1",0.00100360044852439,0.283310412711175,0.448,0.353,1,"2","SPCS1"
"SRP9",0.00106248849927805,0.328918902998706,0.392,0.303,1,"2","SRP9"
"DUT",0.00134052251145612,0.296807515117074,0.3,0.223,1,"2","DUT"
"DEK",0.001343605635306,0.302718180192915,0.266,0.19,1,"2","DEK"
"ANXA6",0.00147880086775352,0.277099477137249,0.349,0.253,1,"2","ANXA6"
"ARHGAP25",0.00155903645619069,0.261029059018768,0.254,0.184,1,"2","ARHGAP25"
"NFKB1",0.00160840851133463,0.356417697151706,0.254,0.182,1,"2","NFKB1"
"DDX241",0.00181248913646115,0.290890828871858,0.281,0.206,1,"2","DDX24"
"DUSP2",0.00205602636848702,0.286622163476018,0.286,0.21,1,"2","DUSP2"
"EPC1",0.0022612158866493,0.494873979104049,0.276,0.2,1,"2","EPC1"
"ELMO1",0.00240845728159613,0.269802997081551,0.322,0.241,1,"2","ELMO1"
"ADD31",0.00264415487666621,0.527295692667534,0.269,0.199,1,"2","ADD3"
"PDIA3",0.0031284114024394,0.358603627716704,0.436,0.341,1,"2","PDIA3"
"CHURC11",0.0031377963179293,0.356432526048016,0.262,0.191,1,"2","CHURC1"
"ANXA11",0.00350456786166812,0.264939618279803,0.322,0.246,1,"2","ANXA11"
"ANXA7",0.00357123501224664,0.348378786513091,0.312,0.237,1,"2","ANXA7"
"CNBP",0.00368631678318737,0.261194470911239,0.743,0.629,1,"2","CNBP"
"DYNLRB1",0.00464418913445611,0.439231697399692,0.334,0.252,1,"2","DYNLRB1"
"SIGIRR",0.00535390369489546,0.343748956980635,0.254,0.19,1,"2","SIGIRR"
"EIF3E1",0.00586592143511945,0.477311958679757,0.424,0.352,1,"2","EIF3E"
"SNU13",0.00664306212236722,0.398805397336945,0.477,0.389,1,"2","SNU13"
"CITED21",0.00675466253825555,0.278974445929913,0.257,0.195,1,"2","CITED2"
"NSA2",0.00681315300060329,1.1821858914185,0.262,0.2,1,"2","NSA2"
"PA2G4",0.00698531042835383,0.315067570436626,0.286,0.221,1,"2","PA2G4"
"BPTF",0.00734560472653381,0.596360838685879,0.252,0.185,1,"2","BPTF"
"DHRS7",0.00778596374971348,0.393878752138604,0.368,0.284,1,"2","DHRS7"
"CD47",0.0080418543897462,0.884118162755903,0.341,0.268,1,"2","CD47"
"PPIB",0.00876786027024485,0.276687717448181,0.516,0.429,1,"2","PPIB"
"MYH9",0.00953248592309033,0.281264065619443,0.288,0.222,1,"2","MYH9"
"IK",0.00961563366678856,0.336228344016227,0.262,0.2,1,"2","IK"
"CD79A",0,8.16657527778888,0.928,0.016,0,"3","CD79A"
"IGHM",0,8.62813262195995,0.893,0.024,0,"3","IGHM"
"AFF3",0,5.62621187600857,0.893,0.063,0,"3","AFF3"
"MS4A1",0,7.45822635692321,0.83,0.012,0,"3","MS4A1"
"BANK1",0,6.29831120719833,0.806,0.025,0,"3","BANK1"
"IGHD",0,8.77957127935892,0.666,0.005,0,"3","IGHD"
"LINC00926",2.25337884015069e-305,7.7989392008672,0.639,0.007,4.55768404208878e-301,"3","LINC00926"
"HLA-DQA1",1.22254834303575e-303,4.60819922959936,0.946,0.106,2.4727262786241e-299,"3","HLA-DQA1"
"TCL1A",1.7732515322393e-298,8.42765638900401,0.615,0.005,3.58657854910721e-294,"3","TCL1A"
"CD79B",1.30456270056128e-277,4.71121425720754,0.913,0.121,2.63860851815525e-273,"3","CD79B"
"FCRL1",2.10028046001375e-243,6.92986597447657,0.546,0.01,4.2480272584238e-239,"3","FCRL1"
"HLA-DQB1",1.78813953897747e-239,4.43822748812536,0.86,0.124,3.61669103153582e-235,"3","HLA-DQB1"
"NIBAN3",5.38348662704659e-238,8.44281026953357,0.487,0.002,1.08886400518644e-233,"3","NIBAN3"
"VPREB3",1.00410418247842e-232,7.70626012588868,0.484,0.003,2.03090111948086e-228,"3","VPREB3"
"GNG7",2.23070604367092e-220,5.37148918040748,0.588,0.029,4.51182604392881e-216,"3","GNG7"
"IGKC",5.0716467936834e-220,7.38012216901465,0.669,0.057,1.02579128049041e-215,"3","IGKC"
"ANGPTL1",1.03708981921836e-210,6.07925943024025,0.504,0.014,2.09761786835105e-206,"3","ANGPTL1"
"RALGPS2",2.18825493230421e-206,5.29181449075954,0.552,0.027,4.42596442607849e-202,"3","RALGPS2"
"HLA-DRA1",1.1329389116667e-198,3.00852908635484,1,0.366,2.29148224273707e-194,"3","HLA-DRA"
"PAX5",1.11087622233155e-195,7.23520669852109,0.43,0.006,2.24685824728778e-191,"3","PAX5"
"FCER2",1.04979595213278e-187,8.11299535309415,0.394,0.002,2.12331729278375e-183,"3","FCER2"
"BLK",8.97236500198409e-187,5.06572069345742,0.481,0.018,1.8147505453013e-182,"3","BLK"
"CD741",5.08069568311706e-186,3.28797611072748,0.997,0.651,1.02762150886726e-181,"3","CD74"
"BLNK",1.79123730756004e-183,8.07751128685289,0.394,0.004,3.62295657827093e-179,"3","BLNK"
"HLA-DPB11",7.29770492270459e-173,2.70296496574008,0.982,0.368,1.47603379766623e-168,"3","HLA-DPB1"
"OSBPL10",3.96872824249596e-168,7.3944035948425,0.379,0.006,8.02714974327233e-164,"3","OSBPL10"
"COL19A1",4.30949473808445e-160,7.80890245784464,0.343,0.003,8.7163840572496e-156,"3","COL19A1"
"HVCN1",1.57958846700895e-154,3.58213687001347,0.57,0.064,3.1948756333723e-150,"3","HVCN1"
"HLA-DRB11",5.89645490661119e-152,2.39847970732817,0.928,0.276,1.19261696941118e-147,"3","HLA-DRB1"
"ADAM28",1.6685766761297e-151,6.4682928675797,0.355,0.007,3.37486318513993e-147,"3","ADAM28"
"HLA-DPA11",4.03199511485402e-150,2.29527844711572,0.976,0.348,8.15511331930374e-146,"3","HLA-DPA1"
"IGLC2",4.51724239159025e-149,4.46524188273487,0.367,0.011,9.13657446123043e-145,"3","IGLC2"
"EBF1",5.15335134649162e-146,6.43951477175241,0.331,0.005,1.04231684334139e-141,"3","EBF1"
"TSPAN13",7.9930587749176e-137,6.4904296360699,0.296,0.002,1.61667606781483e-132,"3","TSPAN13"
"FCRLA",3.02747769173714e-136,9.20008907361707,0.284,0.001,6.12337637930754e-132,"3","FCRLA"
"CD22",8.93171818089684e-136,5.39943104432326,0.343,0.011,1.80652931926819e-131,"3","CD22"
"CD24",7.61014508818514e-134,6.81605514581543,0.296,0.003,1.53922794553633e-129,"3","CD24"
"HLA-DOB",3.55265082938364e-125,6.48547812999397,0.29,0.005,7.18559156751134e-121,"3","HLA-DOB"
